commentaire$text
comments  0$Convenable. Le repas est moyen du point de vue qualité /prix. Le matin j'ai eu la surprise de voir ma voiture enlevée 121 euros. Ceci a gâché tout le plaisir que j'ai eu
comments  1$Très bon établissement
comments  2$1ère Chb proposée avec Grosse tache sur la moquette .2nd chb proposée convenable. Ménage et entretien laissent à désirer. Sur 5 nuits , changement de draps 1 seule fois. Sdb non nettoyée manque serviettes et papier remis après insistance et poubelle non vidÉric durant tout le séjour. PDJ à éviter viennoiseries réchauffées et café imbuvable, Seul le personnel accueillant et serviable. La situation du COVID a bon dos pour justifier de tels manquements !
comments  3$Hôtel qui ne vaut pas 4 étoiles Ils se servent de l’excuse du covid pour faire des réductions de coûts et de personnel. Le service en pâtit énormément. Mauvaise stratégie de la direction car vous allez perdre des clients et moi la première.
comments  4$Hotel situé à 10/15 minutes du centre. Gare routière également. Chambre standard confortable, avec dressing XL. Sans surprise.
comments  5$Bon hôtel, personnel sympa et très agréable. A 10 min à pied du centre ville, bine pratique pour visiter
comments  6$Enregistrement difficile en pneine nyit
comments  7$Très bon séjour , le personnel est tte serviable et agréable
comments  8$Bien en couple.
comments  9$Hôtel situé à 10 mn à pied de la gare routière, 15 mn à pied du centre ville cet de la gare sncf (pas la gare tgv) . Propre, accueil agréable Petit déjeuner varié et conforme à ce type d'établissement, mais reste cher. Le plus : possibilité de s'attablé juste à côté de la piscine. Le moins : le pichet de boisson en libre service dans le hall d'accueil était chaude
comments  10$hotel au calme, avec jardin et piscine en terasse très agréable personnel charmant,
comments  11$Excellent établissement ! localisation excellente pour aller dans le centre d'Aix et à mes conférences Route de Valcros. Chambre ultra spacieuse, lit confortable, machine à café et thé, grande salle de bain pour se prélasser, j'ai adoré ; -) Le bar de lhôtel est très agréable aussi, très raffiné. Je n'ai pas profité de la piscine mais j'avais vue dessus et ce n'était pas déplaisant !
comments  12$Proche centre ville pratique pour court sejour hotel propre
comments  13$Un hôtel qui propose un petit déjeuner a 17 euros !! Et même si on a le malheur de prendre la version light avec deux petite viennoiserie un jus et un café qui est censé être à 7 euros, ils vous les facturent à 17 euros ... donc ça m'a fait 10 euros de plus par nuit, Je n'ai vérifié que trop tard ... pourtant je l'ai signalé les deux matins ainsi qu'au moment de faire le check out.
comments  14$un bref séjour pour une conférence qui avait lieu le soir dans l'hôtel. Je venais de Nice et je n'avais pas de moyen de locomotion. J'avais rj'ai été satisfaite de l'accueil, de la chambre, de la salle de bains.
comments  15$Nous arrivons au environ des 1h10 du matin 30 03 19 à l'accueil un jeune homme très souriant au top
comments  16$Les chambres avec salle de bains séparées bien confortables propres l'accueil le bar salon pour prendre un verre ou autre sympa agréable par la contre la salle de restaurant fait un peu hall de gare pour un 4* et regrette que le déjeuner ne puisse être servi en chambre dans un 4*
comments  17$Chambre spacieuse et confortable. Un peu de bruit à l’extérieur type chaufferie. 1km du centre historique.
comments  18$Serviettes usagés accrochés derrière la porte de la salle de bain Petit déjeuner un peu cher 17€.....
comments  19$Petit déjeuner à un prix prohibitif.... les oeufs avaient une mauvaise odeur, la responsable du restaurant en a convenu et à renvoyé le récipient en cuisine.... pas noal Croissants secs Literie à revoir Très déçu
comments  20$Pas terrible, le vernis c'est bien, mais ça a à des limites et l'insonorisation ne peut être un négligé pour un 4 étoiles. Par ailleurs, la politique tarifaire du groupe m'a un peu écoeuré et les employés (très sympathiques) ne peuvent qu'appliquer des process..., du coup pas très commerçant. Perso, je n'y retournerais pas. Le seul réel avantage c'était le prix et j'avais besoin de cette localisation.
comments  21$Bon accueil. Bon séjour.
comments  22$Pas vraiment un quatre étoiles. Le petit déjeuner est identique au petit déjeuner des Ibis 3 étoiles la taille des chambres, le confort des lits, les services (savon, chausse-pied, café, thé dans la chambre ne sont pas à la mesure d'un quatre étoiles étant absents...comme d'autres choses). Au delà de ça, si j'avais payé pour un trois étoiles, j'aurais été satisfait. Mais là j'ai payé pour un quatre et je ne le suis pas.
comments  23$Chambre avec une odeur fort désagréable Malgré l’effort de la femme de ménage l’odeur a persisté Piscine vraiment trop petite pas du tout adapté Nous étions les l’und sur les autres déçu Et beaucoup trop de moustiques méme en journée
comments  24$Confortable, propre, bien équipé, pratique. Personnel sympathique et accueillant. Excellent petit déjeuner.
comments  25$Halte pour visite d Aix Hôtel confortable avec bonnes prestations Très bon petit dejeuner
comments  26$Bon hotel mais un peu loin du centre ville, il faut marcher un peu afin de rejoindre la ville mais sinon c'est un hotel agréable
comments  27$Très agréable séjour à Aix en Provence à renouveler
comments  28$Personnel très agréable et réactif. Service parfait. Rare. Un bemol, la luminosité dans la chambre et les spots bleus en extérieur dérangeant pour dormir.
comments  29$Très bruyant et mal isolé. Petit déjeuner ok sans plus. Personnel sympathique
comments  30$surface de la chambre pour 4 trop juste - pas de bouteille d'eau - pas de set de toilette - clim non fonctionnelle- assiettes mouillées au petig dejeuner - très mauvais rapport qualité prix
comments  31$Hotel bien situé à 10 min à pied du centre. Chambres spacieuses, bonne literie, calme. Restaurant agréable, plats de bonne qualité à des prix abordables.
comments  32$Bon hôtel. Situé pas loin d'une grande rue, la chambre était néamoins très calme car nous étions situés de l'autre côté. La salle de bain avait été refaite donc était moderne. La zone où est située l'hotel n'est pas la plus jolie mais n'est pas loin à pied du centre. Attention, pour se garer les places autour sont payantes (1H30 gratuites ainsi que le WE)
comments  33$Bien que l'hôtel ne soit pas situé en centre-ville, son emplacement est seulement à 5min à pied en se baladant main dans la main. L'accueil et l'équipe sont très aimables et serviables. Le lieu et l'agencement sont très modernes et la place de parking privé pratique. Les chambres, design et refaites à neuf, sont très propres. Le petit-déjeuner était varié et délicieux ! Je le recommande vivement !
comments  34$Pour un hotel 4 etoiles c étais pas le top, a mon depart ont me dit qu ont ma prolonger mom sejour de deux jour alors que j ai rien demander.. la personne de la reception m as pris de haut et n etais pas tres aimable, as meme voulut nous faire payer 2 fois les taxes de sejour! Quand a l hygiène de la piscine elle etait vraiment sal je m'y suis pas baigner, dommage de louer un hotel avec piscine et de pas pouvoir sy baigner.. le personel de menage es au top.. je suis vraiment tres tres déçue...
comments  35$A 10 mn a pied du centre ville. Piscine tres agreable. Restaurant a la piscine (mais Lundi-Vendredi seulement) avec le meilleur steak tartare mange depuis 50 ans! Exposition Guggenheim a l'Hotel derriere le cours Mirabeau (Impressionistes, Picasso,...)
comments  36$Tout parfait qualité pric
comments  37$Tout était parfait !
comments  38$PARKING prix trop eleve
comments  39$Good location with a short walk into town but the rooms were a little tired and small for a family. The bar areas we also very small and breakfast looked over priced. Staff were very helpful and the pool area / outside bar area was the highlight of the stay.
comments  40$It was a little far from anything in the city center but it was clean and had AC. Just what we needed.
comments  41$Enjoyed our stay here, room was comfortable and clean, nice little pool for sunbathing.
comments  42$Great friendly service, good breakfast . Location is ten walking minutes from center of city.
comments  43$Nice hotel with great amenities. About 1 mike walk to the city center. Very good breakfast.
comments  44$The air conditioning was on and off which made it very stuffy in the room. Cleaning service was only every 3 days which isn’t enough. No room service even though it’s listed in the amenities. The pool was green and unusable. We wouldn’t stay there again.
comments  45$Clean and nice location. However, restaurant was closed on Sat night. No guest laundry 'on the weekends'. Minimal services and staff at best, 'did the minimum required'. Would not stay there again.
comments  46$Nice clean hotel , v close to city center and nice restaurants! Parking Is easily available, it’s free at nite so if you are taking the car out for the day, it’s best not to pay the 12$ Per day Would recommend
comments  47$Great
comments  48$Dommage de ne pas pouvoir profiter de l’endroit à cause du Covid et de l’hiver. Une bonne table avec des produits frais et bon , mes félicitations au chef et je reviendrais avec grand plaisir. Endroit chaleureux
comments  49$Cadre typique agréable Quelques rénovations à prévoir Accueil sympathique
comments  50$séjour agréable avec personnel attentionné et respectueux des mesures sanitaires en ce moment. le chant des cigales le soir auprès de la piscine est un réel plaisir de décontraction. Très bon et complet petit déjeuner , Diner le soir de qualité sans être de grande cuisine raffinée , plats simples et très bons avec des produits frais et locaux. Bref établissement à conseiller
comments  51$Magnifique cadre , literie parfaite.
comments  52$C'est un hôtel composé -m'a-t-il semblé - de plusieurs petits mas nichés sur une colline. L'accès se fait par une route très étroite. Belle piscine et beau restaurant quoique fermé en cette saison (déc.) J'y ai pris mon petit déjeuner cependant. Les chambres sont assez spacieuses et bien organisées. Le téléphone ne fonctionnait pas. Le rideau de douche n'a pas été lavé depuis longtemps, il y a de la moisissure rouge orangée en bas. C'est dommage car globalement, l'établissement est plutôt propre. J'avais la chambre 4, la vue est assez quelconque, je suppose que d'autres chambres avaient une meilleures vue. Ce n'est pas le meilleur hôtel mais c'est très satisfaisant pour une nuit ou deux.
comments  53$
comments  54$Vo
comments  55$Propre, confortable, un petit rafraîchissement des chambres seraient nécessaires mais très bel environnement
comments  56$Hôtel calme un peu excentré, beaucoup de potentiel en été. Un restaurant bon, c'était je pense le premier jour du serveur. C'est très agréable et charmant. Je recommande
comments  57$Bon rapport qualité prix. Convivialité : Excellente ambiance depuis l'accueil jusqu'au départ.
comments  58$Très confiable, chambre un peu froide, restaurant inattendu, repas de qualité avec un prix plus que correct.
comments  59$L’etat général de cet hôtel est très négligé . La salle d’eau était sale et la douche ne délivrait qu’un filet d’eau brûlante ou glacée le mitigeur ne fonctionnant plus. L’accueil au petit déjeuner était peu professionnel. Le rapport qualité prix franchement mauvais. En conclusion, un établissement à éviter.
comments  60$Le calme, le service, tout pour y retourner!
comments  61$
comments  62$
comments  63$
comments  64$
comments  65$
comments  66$
comments  67$
comments  68$Super, qualité conforme au 4 *
comments  69$Bravo à toute l’équipe du soir Excellent accueil et super service
comments  70$Grande qualité. Service impeccable. Chambre confortable.
comments  71$C'est toujours un plaisir de descendre dans cet hotel quand je viens à Aix. Quelques inconvénients néanmoins du fait des travaux actuels. Mais globalement, c'est très bien !
comments  72$déçu par la qualité du jacuzzi
comments  73$Excellent service . Très bonne situation géographique dans la ville d’Aix en Provence et superbe SPA et piscine extérieure
comments  74$Un vrai petit paradis ! Chambres très confortables, petit déjeuner au top, restauration digne des plus grands, ( je recommande la pastille de citron en dessert ) piscine très agréable, bref hâte d’y retourner... une vraie découverte !
comments  75$Séjour reposant, personnel pro réactif et discret. La piscine extérieure est agréable tout comme le spa ou 4 personnes Max dans le jacuzzi était respecté. All good!
comments  76$La chambre était très bien, sobre, avec tout le confort nécessaire. La litterie très confortable. L'hôtel est très grand et dispose d'une superbe piscine chauffée, un spa, un bain à remous (non chauffé), et des possibilités de se faire masser. Bien situé, à 5min à pied de la vieille ville. Je recommande cet hôtel
comments  77$
comments  78$It is centric and near everything. It has a Spa and a pool and that's good when there's hot weather.
comments  79$Hotel très bien placé, possibilité de visiter la ville à pied, le spa est agréable, déception cependant d'être réveillé pendant nos vacances par les travaux en cours dans l'établissement.
comments  80$Très bel hôtel, espace extérieur superbe et bien entretenu. Notre chambre très confortable et très propre.
comments  81$Excellent service, cadre superbe, restaurant totalement ré designed avec goût. Un superbe hôtel au cœur d’Aix-en-Provence que je recommande vivement.
comments  82$Hôtel encore en travaux au moment du séjour. Nous avions les moteurs de climatisation juste au dessus de notre chambre, au 4eme, ce qui s'est avéré assez pénible la nuit, l'hôtel nous a fait une remise de 10% en compensation. Voilà pour le négatif, car il faut reconnaître que l'emplacement est idéal, le service efficace, et la grande piscine parfaite pour se reposer des balades dans le centre d'Aix !
comments  83$Très bien, merveilleusement placé au coeur d'Aix. Les chambres sont très bien, accès au spa illimité. Des travaux mais je n'étais pas dérangée. Par contre pb de service, chambre faite à 17h le j2, pas faite le j3, franchement ça craint. Manifestement un sous effectif des personnes de ménage. Regrettable pour 4*.
comments  84$Nous adorons cet établissement pour ses équipements et la gentillesse de tout son personnel. Position idéale.
comments  85$Chambre très confortable
comments  86$Lit pas assez ferme. Mais hôtel et spa très agréable.
