commentaire$text
comments  0$Très Bien dans l ensemble juste petit dej en chambre froid.... dommage. Top hôtel.
comments  1$Établissement très confortable et personnel accueillant.
comments  2$Déçu, réservation pour 1 nuit. Pas de sèche cheveux, une lampe au plafond qui pandouille, chambre exposée rue donc bruyante. Petit déjeuner un peu cher.
comments  3$Trés belle surprise ! Les chambres sont superbes et l l'agencement tres bien fait.
comments  4$Prestation qui n’est pas à la hauteur du prix de l’hôtel. Très déçu. L’hôtel demande une caution à l’arrivé.. Pourtant les chambres sont loin d’être chargées niveau équipement.. La fenêtre ne fermait pas bien, forcément pas d’isolation sonore. La chauffe serviette ne fonctionne pas. Nous avons organiser un dîner d’anniversaire qui s’est très mal passé niveau service. Rien a dire niveau cuisine c’était excellent. Le serveur nous préviens que les cuisines ferment à 22h00 et accepte une réservation de 15 personnes à 21h30 ... Aucun professionnalisme, le serveur nous reprochait qu’il nous attendait tout le temps. J’ai dû commander mon dessert à la moitié de mon plat.. Très très déçu .. c’est dommage. Même avec réduction je n’y mettrai plus les pieds.
comments  5$Parfait
comments  6$Très bon hôtel. Petit déjeuné et chambre d’un très bon standing.
comments  7$Très bel endroit, soigné, belle déco, staff professionnel, souriant, poli... 5 nuits au calme et reposant
comments  8$Très très beau lieu avec des personnes très sympas.
comments  9$Hôtel sympa, mais qui affiche quand même quelques traces d'usures dans le hall/ascenseurs. Les chambres sont quand à elles, très bien, spacieuses, literie excellente. Le bonus de la salle de fitness est bien quand le mauvais temps s'empare de Paris
comments  10$L’emplacement pas trop loin des transports. La chambre sympa mais la vue cour sur poubelle.
comments  11$Bon emplacement, bon petit dejeuner, design original
comments  12$Un superbe hotel avec une équipe au petits soins
comments  13$Bon choix d'hôtel situé à distance idéale de la Place de la République et des rues du Marais. L'accueil est sympathique et efficace. La chambre est correctement équipée, très propre et fonctionnelle. Il est peut-être un peu dommage qu'elle ne fasse pas écho à la déco des parties communes et des salles de restauration, vivante et agréable. Par contre, l'isolation de la fenêtre sur la rue est à revoir car le boulevard est assez bruyant. Le petit déjeuner manque peut-être un peu d'originalité mais les produits étaient de qualité.
comments  14$Hôtel accueillant différent confortable. Bar et coktails géniaux. Seul bémol : toilettes et salle de bain non séparés, dans la chambre directement ! Bien visible du lit. Intimité absolument pas préservée ! Un rideau ou porte battante serait extrêmement bienvenue.
comments  15$Hôtel agréable et bien placé pour notre séjour touristique
comments  16$Bel hôtel dans quartier vivant. Personnel très accueillant et chaleureux. Très bons petits-déjeuners. Manque juste un plateau de courtoisie en chambre avec bouilloire et cafetière comme dans l’ensemble des établissements 4 étoiles. Nous reviendrons.
comments  17$Tout s'est bien passé, accueil super - néanmoins j'avais sollicité à notre arrivée 2 coupes de champagne..... rien
comments  18$Hôtel très sympa, excellente qualité
comments  19$Great hotel, recommended!
comments  20$Very nice hotel, rooms are big and staff is wonderful
comments  21$Friendly staff, comfortable and clean room
comments  22$Great staff although could explain facilities better when checking in, hotel had a bar that we didn’t find out about until the day we left. Rooms are massive for a European city hotel. The room we stayed in could have done with a little TLC, room was generally clean and tidy but was in need of a lick of paint and touch up. Only issue we had was on the first day the maid wanted to clean our room at 5pm. all in all a good hotel.
comments  23$Absolutely fabulous hotel, from the rooms to the restaurant to the wonderful staff & even to the cool ‘speakeasy’ hidden out the back. We will return as it was an amazing trip! Many thanks.
